#{"t_start": 1748668966.7769225, "env_id": "None"}
r,l,t
-150.0,12,741.872735
-240.0,12,742.135633
-160.0,12,743.234975
-208.0,12,743.878381
-220.0,12,744.645875
-122.0,12,745.484268
-188.0,12,746.986608
-156.0,12,747.325786
-240.0,12,748.133844
-126.0,12,749.54835
-158.0,12,749.719026
-124.0,12,750.979362
-124.0,12,752.220477
-160.0,12,753.311227
-218.0,12,754.225881
-240.0,12,754.900295
-228.0,12,755.709793
-166.0,12,756.540603
30.0,12,757.389973
-118.0,12,757.401502
-224.0,12,757.84075
-102.0,12,758.99879
-200.0,12,759.631687
-202.0,12,760.93511
-98.0,12,762.111812
-174.0,12,763.01557
-158.0,12,764.10058
14.0,12,765.152277
-102.0,12,766.033727
-172.0,12,766.378385
-134.0,12,767.354599
-104.0,12,768.103841
-100.0,12,769.61567
-204.0,12,770.245647
-204.0,12,771.260784
-208.0,12,771.757564
-202.0,12,772.489817
-176.0,12,772.987934
-198.0,12,773.991501
-102.0,12,774.800015
-240.0,12,775.371932
-46.0,12,776.014838
-66.0,12,776.769978
-140.0,12,777.496177
-160.0,12,778.250113
-240.0,12,779.349626
-220.0,12,779.516297
68.0,12,780.253419
46.0,12,780.770119
-240.0,12,781.469461
-70.0,12,782.506522
-122.0,12,783.459865
-172.0,12,784.794816
-118.0,12,785.388842
-100.0,12,785.441607
-240.0,12,786.220686
-170.0,12,786.91466
-136.0,12,787.823249
-182.0,12,789.261167
-240.0,12,789.979764
-200.0,12,790.653898
-148.0,12,791.653269
-202.0,12,792.587803
-142.0,12,793.775139
2.0,12,794.642085
-114.0,12,794.86795
-190.0,12,795.719964
-162.0,12,796.649851
142.0,12,797.334688
-240.0,12,798.159729
-168.0,12,798.705773
-152.0,12,799.405844
-52.0,12,800.191283
-170.0,12,801.038373
-146.0,12,801.849895
-158.0,12,802.004563
-118.0,12,802.260933
-156.0,12,803.342457
-132.0,12,804.064541
-140.0,12,804.665937
-134.0,12,805.454755
58.0,12,805.541531
-128.0,12,806.190105
-38.0,12,806.355721
-60.0,12,807.251417
-176.0,12,807.97807
-172.0,12,808.227194
-74.0,12,809.18201
-158.0,12,809.364973
-208.0,12,809.914829
-128.0,12,811.041317
-202.0,12,811.793128
-84.0,12,812.589457
-138.0,12,813.452061
-218.0,12,814.490349
-240.0,12,815.580199
96.0,12,816.360243
-124.0,12,817.181532
-118.0,12,817.923904
-152.0,12,818.339845
-96.0,12,819.366183
-138.0,12,820.26409
-150.0,12,820.964261
-160.0,12,821.677606
-240.0,12,822.748073
-174.0,12,823.001705
-200.0,12,823.794731
-204.0,12,824.829652
-198.0,12,825.813934
2.0,12,826.833688
-240.0,12,827.77445
-240.0,12,828.635382
48.0,12,829.784004
-94.0,12,830.768128
-94.0,12,831.628234
-180.0,12,832.519254
-182.0,12,833.295257
-206.0,12,834.217135
-200.0,12,834.532714
-150.0,12,834.76561
98.0,12,835.613234
-152.0,12,836.525501
-154.0,12,837.345742
-164.0,12,838.327224
-186.0,12,838.461952
-182.0,12,839.086865
-142.0,12,839.816305
-96.0,12,840.510237
-10.0,12,841.108951
-208.0,12,841.906257
-126.0,12,842.988457
-90.0,12,843.999359
-32.0,12,844.584592
-50.0,12,845.439752
-78.0,12,846.430381
-174.0,12,847.068318
-34.0,12,848.005329
-118.0,12,848.605149
-170.0,12,849.446712
-124.0,12,850.264552
-72.0,12,851.167068
-118.0,12,851.227622
-170.0,12,852.302509
-84.0,12,852.621739
-164.0,12,853.25229
-210.0,12,853.897544
-172.0,12,855.108451
