#{"t_start": 1748835617.5918171, "env_id": "None"}
r,l,t
-190.0,12,453.632159
-168.0,12,453.92166
-98.0,12,454.592241
-130.0,12,455.462566
-98.0,12,455.72529
-124.0,12,456.481555
-184.0,12,457.423259
-210.0,12,457.62493
-46.0,12,457.767486
-146.0,12,458.473345
-188.0,12,458.486161
-78.0,12,458.627758
-144.0,12,459.331874
-128.0,12,460.130353
-170.0,12,461.305066
-130.0,12,461.92643
-60.0,12,462.205848
-112.0,12,462.219269
-54.0,12,463.197447
-220.0,12,463.210567
-190.0,12,464.180403
-42.0,12,464.501571
-210.0,12,465.030474
-76.0,12,465.757967
-16.0,12,466.037247
-210.0,12,466.432601
-144.0,12,466.630704
-212.0,12,467.19467
-166.0,12,468.515014
-190.0,12,468.52847
-160.0,12,469.370743
-162.0,12,469.441422
-178.0,12,469.51332
-122.0,12,469.666308
-118.0,12,469.755985
-32.0,12,469.842217
-240.0,12,469.975783
-220.0,12,470.064951
-216.0,12,471.02586
-126.0,12,472.230121
-192.0,12,472.244909
-198.0,12,472.973834
-240.0,12,473.555716
-148.0,12,474.151698
-156.0,12,474.162459
-132.0,12,474.932804
-240.0,12,475.144222
-118.0,12,476.071945
32.0,12,476.082422
-8.0,12,476.178916
-124.0,12,476.244887
-162.0,12,477.01351
-104.0,12,478.169563
-112.0,12,478.887554
-100.0,12,479.656093
-98.0,12,479.684926
-4.0,12,479.832575
-176.0,12,480.917471
-140.0,12,481.191103
-118.0,12,481.964756
6.0,12,482.337895
-142.0,12,482.449739
-218.0,12,482.462608
-162.0,12,483.012771
-158.0,12,483.917927
-208.0,12,483.928787
-72.0,12,484.160886
-128.0,12,485.416084
-116.0,12,485.425839
-94.0,12,485.876647
-172.0,12,485.88728
32.0,12,486.621283
-144.0,12,487.266524
-158.0,12,487.830677
-152.0,12,488.488413
-192.0,12,489.303398
-206.0,12,489.572155
52.0,12,489.586709
-78.0,12,490.485949
-138.0,12,491.099292
-128.0,12,491.315583
-132.0,12,491.438634
-44.0,12,491.528571
-100.0,12,492.014519
-190.0,12,492.422865
-170.0,12,492.656102
-168.0,12,492.820222
-208.0,12,493.3094
-240.0,12,493.376313
-170.0,12,493.427338
-44.0,12,493.848421
-212.0,12,494.663837
-178.0,12,494.778556
-130.0,12,495.095987
-160.0,12,496.0601
-240.0,12,496.467946
-76.0,12,496.481284
-174.0,12,496.59783
-186.0,12,497.0146
-178.0,12,497.095154
-164.0,12,497.107642
-90.0,12,497.362575
-90.0,12,498.107685
4.0,12,498.828437
-158.0,12,499.565047
-72.0,12,499.633112
-188.0,12,499.876234
-112.0,12,499.999898
-184.0,12,501.056019
-80.0,12,501.696865
-110.0,12,502.446735
0.0,12,502.579926
-118.0,12,502.592634
-126.0,12,502.708069
-220.0,12,502.723238
-80.0,12,503.264202
-48.0,12,504.264252
-4.0,12,504.52351
-212.0,12,505.381407
-134.0,12,505.919
-220.0,12,506.032729
-78.0,12,506.04574
-210.0,12,506.168692
-66.0,12,506.339003
-16.0,12,506.581851
-22.0,12,506.594578
-138.0,12,506.925005
-210.0,12,507.422687
-206.0,12,508.003894
-148.0,12,509.207287
-226.0,12,510.192723
-106.0,12,511.385967
-158.0,12,511.594323
-168.0,12,511.657306
-144.0,12,511.668587
-224.0,12,512.221672
-232.0,12,513.103777
-190.0,12,513.731805
-194.0,12,514.365836
72.0,12,515.237132
-202.0,12,515.778552
-196.0,12,516.415269
-122.0,12,517.14911
-204.0,12,517.163032
-106.0,12,517.93492
-240.0,12,518.25769
-176.0,12,519.052826
-172.0,12,519.178442
-122.0,12,520.240683
-170.0,12,521.214136
-168.0,12,521.978758
-54.0,12,523.178753
-198.0,12,524.099905
-140.0,12,524.975115
-86.0,12,524.99151
-26.0,12,525.15832
-222.0,12,525.172505
-150.0,12,525.263119
-80.0,12,525.312047
-176.0,12,525.554408
-90.0,12,525.702483
-240.0,12,525.858102
-168.0,12,525.885691
-208.0,12,525.97171
-186.0,12,526.894236
-14.0,12,527.746651
-40.0,12,528.26578
-240.0,12,528.524397
-122.0,12,528.572192
