#{"t_start": 1748856809.0898216, "env_id": "None"}
r,l,t
-148.0,12,782.058938
-10.0,12,783.086495
-168.0,12,784.060678
-192.0,12,784.880345
-170.0,12,785.488821
-188.0,12,786.27827
-168.0,12,787.332545
-240.0,12,788.399716
-128.0,12,789.318111
-240.0,12,790.164975
-118.0,12,790.859006
-194.0,12,792.170193
-98.0,12,792.618992
-154.0,12,793.053267
4.0,12,793.184699
-42.0,12,793.977943
-224.0,12,794.631348
-214.0,12,794.984869
-130.0,12,795.744655
-200.0,12,795.966754
-62.0,12,796.761702
-20.0,12,797.016161
-186.0,12,797.726645
-18.0,12,797.854494
-124.0,12,797.975867
-224.0,12,798.847119
-64.0,12,799.270913
-78.0,12,799.78497
-240.0,12,800.525182
-38.0,12,801.443929
-174.0,12,802.376476
-240.0,12,803.395476
-240.0,12,804.099029
-198.0,12,804.766576
-112.0,12,805.542726
-60.0,12,806.046961
-240.0,12,807.009335
